name,status,nvar,nvar_bin,nvar_int,nvar_cont,ncons,nnz,group,obj,tags
nursesched-sprint-late03,easy,11690,11670,20,0,5032,208410,nursescheduling,48,decomposition benchmark_suitable set_partitioning set_packing cardinality invariant_knapsack general_linear
nursesched-sprint02,easy,10250,10230,20,0,3522,204000,nursescheduling,58,benchmark benchmark_suitable set_partitioning set_packing cardinality invariant_knapsack general_linear
nw04,easy,87482,87482,0,0,36,636666,--,16862,benchmark binary benchmark_suitable set_partitioning
ofi,easy,420434,29705,0,390729,422587,1775809,--,6155380000,numerics aggregations precedence variable_bound set_partitioning mixed_binary
ofi2,open,420434,18632,11073,390729,422587,1775809,--,6153920483.9*,numerics aggregations precedence variable_bound set_partitioning set_covering binpacking knapsack mixed_binary
oocsp-racks030e6cci,easy,50862,32783,18079,0,92737,232944,oocsp-racks,0,feasibility indicator numerics aggregations precedence variable_bound set_partitioning set_covering cardinality invariant_knapsack integer_knapsack general_linear
oocsp-racks030f7cci,easy,50859,32779,18080,0,92792,233170,oocsp-racks,Infeasible,infeasible feasibility indicator numerics aggregations precedence variable_bound set_partitioning set_covering cardinality invariant_knapsack integer_knapsack general_linear
opm2-z10-s4,hard,6250,6250,0,0,160633,371240,opm2,-33269,benchmark binary benchmark_suitable precedence knapsack
opm2-z12-s8,hard,10800,10800,0,0,319508,725377,opm2,-58540,binary precedence knapsack
opm2-z6-s1,easy,1350,1350,0,0,15533,41844,opm2,-6202,binary benchmark_suitable precedence knapsack
opm2-z7-s8,easy,2023,2023,0,0,31798,79756,opm2,-11242,binary benchmark_suitable precedence knapsack
opm2-z8-s0,easy,3200,3200,0,0,63608,152793,opm2,-15775,binary benchmark_suitable precedence knapsack
opt1217,easy,769,768,0,1,64,1542,--,-16.0000000000001,set_partitioning mixed_binary
osorio-cta,easy,20409,7,0,20402,230,40860,cta,0.0289392001879041,numerics variable_bound mixed_binary
p0201,easy,201,201,0,0,133,1923,pfour,7615,binary set_packing set_covering invariant_knapsack knapsack mixed_binary
p200x1188c,easy,2376,1188,0,1188,1388,4752,pr_product,15078,benchmark decomposition benchmark_suitable variable_bound mixed_binary
p2m2p1m1p0n100,easy,100,100,0,0,1,100,--,Infeasible,infeasible binary benchmark_suitable knapsack mixed_binary
p500x2988,easy,5976,2988,0,2988,3488,11952,pr_product,71835.999996,decomposition benchmark_suitable variable_bound mixed_binary
p500x2988c,easy,5976,2988,0,2988,3488,11952,pr_product,15215,decomposition variable_bound mixed_binary
p500x2988d,easy,5976,2988,0,2988,3488,11952,pr_product,6,decomposition variable_bound mixed_binary
pb-fit2d,easy,118500,118500,0,0,10525,1575578,pb-,-20425,binary decomposition benchmark_suitable equation_knapsack binpacking knapsack
pb-gfrd-pnc,open,27888,27888,0,0,874,60737,pb-,8890*,binary equation_knapsack binpacking knapsack
pb-grow22,open,25124,25124,0,0,1320,154694,pb-,-415243.0*,binary equation_knapsack knapsack
pb-market-split8-70-4,open,71,71,0,0,17,1113,pb-,NA,no_solution binary feasibility knapsack mixed_binary
peg-solitaire-a3,easy,4552,4552,0,0,4587,28387,pegsolitaire,1,benchmark binary benchmark_suitable aggregations variable_bound set_partitioning cardinality binpacking
pg,easy,2700,100,0,2600,125,5200,--,-8674.34260712,benchmark decomposition benchmark_suitable mixed_binary
pg5_34,easy,2600,100,0,2500,225,7700,--,-14339.35345,benchmark decomposition benchmark_suitable mixed_binary
physiciansched3-3,easy,79555,72141,0,7414,266227,1062479,physiciansched,2623271.326667,benchmark decomposition benchmark_suitable precedence variable_bound set_packing set_covering invariant_knapsack binpacking knapsack mixed_binary
physiciansched3-4,easy,74119,65900,0,8219,239780,908634,physiciansched,1480386.74666667,aggregations precedence variable_bound set_packing set_covering invariant_knapsack binpacking knapsack mixed_binary general_linear
physiciansched5-3,easy,14488,11501,0,2987,31925,156378,physiciansched,21100,decomposition benchmark_suitable precedence variable_bound set_packing set_covering invariant_knapsack binpacking mixed_binary
physiciansched6-1,easy,126204,104778,0,21426,175664,542098,physiciansched,28500.99999,decomposition benchmark_suitable precedence variable_bound set_packing set_covering invariant_knapsack binpacking knapsack mixed_binary general_linear
physiciansched6-2,easy,111827,109346,0,2481,168336,480259,physiciansched,49324,benchmark decomposition benchmark_suitable precedence variable_bound set_packing set_covering invariant_knapsack binpacking knapsack mixed_binary
pigeon-08,easy,344,272,0,72,601,5176,pigeon,-7000,benchmark_suitable set_partitioning cardinality invariant_knapsack mixed_binary
pigeon-10,easy,490,400,0,90,931,8150,pigeon,-9000,benchmark_suitable set_partitioning cardinality invariant_knapsack mixed_binary
pigeon-13,easy,754,637,0,117,1561,13871,pigeon,-12000,benchmark_suitable set_partitioning cardinality invariant_knapsack mixed_binary
pigeon-16,easy,1072,928,0,144,2353,21104,pigeon,-15000,benchmark_suitable set_partitioning cardinality invariant_knapsack mixed_binary
pigeon-20,easy,1580,1400,0,180,3661,33100,pigeon,-19000,benchmark_suitable set_partitioning cardinality invariant_knapsack mixed_binary
piperout-03,easy,9526,9373,129,24,12246,39067,piperout,74982,benchmark_suitable aggregations precedence variable_bound set_partitioning set_packing set_covering invariant_knapsack equation_knapsack integer_knapsack mixed_binary general_linear
piperout-08,easy,10399,10245,130,24,14589,44959,piperout,125055,benchmark benchmark_suitable aggregations precedence variable_bound set_partitioning set_packing set_covering invariant_knapsack equation_knapsack integer_knapsack mixed_binary general_linear
piperout-27,easy,11659,11514,121,24,18442,54662,piperout,8123.99999999997,benchmark benchmark_suitable aggregations precedence variable_bound set_partitioning set_packing set_covering invariant_knapsack equation_knapsack integer_knapsack mixed_binary general_linear
piperout-d20,easy,11961,11788,149,24,15562,190915,piperout,29948,decomposition benchmark_suitable aggregations precedence variable_bound set_partitioning set_packing set_covering invariant_knapsack binpacking knapsack integer_knapsack mixed_binary general_linear
piperout-d27,easy,13104,12931,149,24,17470,224457,piperout,8124,decomposition benchmark_suitable aggregations precedence variable_bound set_partitioning set_packing set_covering invariant_knapsack binpacking knapsack integer_knapsack mixed_binary general_linear
pizza27i,open,311316,115831,195485,0,359835,642512,pizza,701882*,indicator numerics aggregations precedence variable_bound set_partitioning cardinality binpacking general_linear
pizza78i,open,385067,143886,241181,0,443776,796615,pizza,564039*,indicator numerics aggregations precedence variable_bound set_partitioning cardinality binpacking general_linear
pk1,easy,86,55,0,31,45,915,--,11,benchmark benchmark_suitable precedence mixed_binary
polygonpack3-15,open,44237,44207,0,30,144478,731949,polygonpack,-54680307.392604*,numerics precedence variable_bound set_packing invariant_knapsack mixed_binary
polygonpack4-10,open,20537,20517,0,20,65935,339036,polygonpack,-53594065.703*,numerics set_packing invariant_knapsack mixed_binary
polygonpack4-15,open,44237,44207,0,30,144478,731949,polygonpack,-63613612.41121812*,numerics set_packing invariant_knapsack mixed_binary
polygonpack4-7,open,10788,10774,0,14,34529,178591,polygonpack,-51837707.95034043*,numerics set_packing invariant_knapsack mixed_binary
polygonpack5-15,open,48163,48133,0,30,163429,804740,polygonpack,-54950356.2656221*,numerics precedence variable_bound set_packing invariant_knapsack mixed_binary
ponderthis0517-inf,easy,975,975,0,0,78,2925,--,Infeasible,infeasible binary feasibility benchmark_suitable set_partitioning set_packing
probportfolio,hard,320,300,0,20,302,6620,--,16.734246764,invariant_knapsack mixed_binary
prod1,easy,250,149,0,101,208,5350,--,-56,benchmark_suitable variable_bound set_partitioning set_covering mixed_binary
prod2,easy,301,200,0,101,211,10501,--,-62,benchmark_suitable variable_bound set_partitioning mixed_binary
proteindesign121hz512p19,open,2589931,2589840,91,0,301,10331137,proteindesign,3382.0*,numerics set_partitioning general_linear
proteindesign121hz512p9,hard,159145,159054,91,0,301,629449,proteindesign,1473,benchmark benchmark_suitable set_partitioning general_linear
proteindesign121pgb11p9,easy,132672,132594,78,0,254,524690,proteindesign,1209,benchmark_suitable set_partitioning general_linear
proteindesign122trx11p8,easy,127326,127248,78,0,254,503427,proteindesign,1747,benchmark benchmark_suitable set_partitioning general_linear
pw-myciel4,easy,1059,1058,1,0,8164,17779,--,10,benchmark_suitable precedence variable_bound set_partitioning general_linear
pythago7824,hard,3740,3740,0,0,14652,43956,--,0,binary feasibility set_covering invariant_knapsack
pythago7825,open,3745,3745,0,0,14672,44016,--,NA,no_solution binary feasibility set_covering invariant_knapsack
qap10,easy,4150,4150,0,0,1820,18200,--,339.999999998387,benchmark binary benchmark_suitable set_partitioning
qiu,easy,840,48,0,792,1192,3432,--,-132.87313695,benchmark_suitable precedence variable_bound mixed_binary
qnet1,easy,1541,1288,129,124,503,4622,--,16029.692681,aggregations precedence variable_bound set_partitioning set_covering cardinality general_linear
qnet1_o,easy,1541,1288,129,124,456,4214,--,16029.692681,decomposition aggregations precedence variable_bound set_partitioning cardinality general_linear
queens-30,hard,900,900,0,0,960,93440,--,-40,binary knapsack
r4l4-02-tree-bounds-50,open,11468,1938,2830,6700,4768,19072,--,499258899.0000008*,aggregations mixed_binary general_linear
r50x360,easy,720,360,0,360,410,1440,pr_product,1653,decomposition benchmark_suitable aggregations variable_bound mixed_binary
radiationm18-12-05,easy,40623,14688,11247,14688,40935,96149,radiation,17566,benchmark decomposition benchmark_suitable aggregations precedence variable_bound integer_knapsack mixed_binary general_linear
radiationm40-10-02,hard,172013,62400,47213,62400,173603,406825,radiation,155328,benchmark decomposition benchmark_suitable aggregations precedence variable_bound integer_knapsack mixed_binary general_linear
rail01,easy,117527,117527,0,0,46843,392086,rail0,-70.5699643,benchmark binary benchmark_suitable aggregations variable_bound set_partitioning set_packing cardinality knapsack
rail02,easy,270869,270869,0,0,95791,756228,rail0,-200.4499077,benchmark binary benchmark_suitable aggregations set_partitioning set_packing cardinality
rail03,hard,758775,758775,0,0,253905,1728451,rail0,-867.093965444446,binary numerics aggregations variable_bound set_partitioning set_packing cardinality knapsack
rail507,easy,63019,63009,0,10,509,468878,--,174,benchmark binary benchmark_suitable variable_bound set_covering invariant_knapsack
railway_8_1_0,easy,1796,1177,0,619,2527,7098,--,400,benchmark_suitable precedence invariant_knapsack mixed_binary
ramos3,open,2187,2187,0,0,2187,32805,--,186.0*,binary set_covering
ran12x21,easy,504,252,0,252,285,1008,ran,3663.99999998096,decomposition benchmark_suitable variable_bound mixed_binary
ran13x13,easy,338,169,0,169,195,676,ran,3252,decomposition benchmark_suitable variable_bound mixed_binary
ran14x18-disj-8,easy,504,252,0,252,447,10277,ran,3712,benchmark benchmark_suitable variable_bound set_covering mixed_binary
rd-rplusc-21,easy,622,457,0,165,125899,852384,--,165395.275295,benchmark benchmark_suitable aggregations precedence variable_bound set_partitioning mixed_binary
reblock115,easy,1150,1150,0,0,4735,13724,reblock,-36800603.2332,benchmark binary benchmark_suitable precedence knapsack
reblock166,easy,1660,1660,0,0,17024,39442,reblock,-600052168.91,binary benchmark_suitable precedence knapsack
reblock354,hard,3540,3540,0,0,19906,52901,reblock,-39280521.2281657,binary precedence knapsack
reblock420,easy,4200,4200,0,0,62800,138670,reblock,-517793000,binary benchmark_suitable precedence knapsack
rentacar,easy,9557,55,0,9502,6803,41842,--,30356760.9837931,aggregations precedence variable_bound mixed_binary
rfds-4-days,open,2184028,190080,0,1993948,1766257,10464790,--,-1126397.23187544*,numerics aggregations mixed_binary general_linear
rlp1,easy,461,450,0,11,68,836,--,14.9999999999092,benchmark_suitable cardinality mixed_binary
rmatr100-p10,easy,7359,100,0,7259,7260,21877,rmatr,423,benchmark benchmark_suitable cardinality mixed_binary
rmatr100-p5,easy,8784,100,0,8684,8685,26152,rmatr,976,benchmark_suitable cardinality mixed_binary
rmatr200-p10,hard,35254,200,0,35054,35055,105362,rmatr,2017,cardinality mixed_binary
rmatr200-p20,hard,29605,200,0,29405,29406,88415,rmatr,837,cardinality mixed_binary
rmatr200-p5,easy,37816,200,0,37616,37617,113048,rmatr,4521,benchmark benchmark_suitable cardinality mixed_binary
rmine11,open,12292,12292,0,0,97389,241240,rmine,-2508.404144*,binary precedence mixed_binary
rmine13,open,23980,23980,0,0,197155,485784,rmine,-3495.3706624382535*,binary precedence mixed_binary
rmine15,open,42438,42438,0,0,358395,879732,rmine,-5018.819990999996*,binary precedence mixed_binary
rmine21,open,162547,162547,0,0,1441651,3514884,rmine,-10618.75083837232*,binary precedence mixed_binary
rmine25,open,326599,326599,0,0,2953849,7182744,rmine,-15541.66928749976*,binary precedence mixed_binary
rocI-3-11,easy,5132,3894,762,476,8165,20540,rocI,-50403,numerics aggregations precedence variable_bound set_partitioning mixed_binary general_linear
rocI-4-11,easy,6839,5192,1016,631,10883,27383,rocI,-6020203,benchmark benchmark_suitable aggregations precedence variable_bound set_partitioning mixed_binary general_linear
rocII-10-11,open,22968,22616,0,352,52692,604216,rocI,-11.788306728252564*,aggregations precedence variable_bound set_partitioning set_packing mixed_binary
rocII-5-11,easy,11523,11341,0,182,26897,303291,rocI,-6.675504731538,benchmark benchmark_suitable aggregations precedence variable_bound set_partitioning set_packing mixed_binary
rocII-8-11,open,18390,18106,0,284,42374,483846,rocI,-8.739845350261154*,aggregations precedence variable_bound set_partitioning set_packing mixed_binary
rococoB10-011000,easy,4456,4320,136,0,1667,16517,rococo,19449,benchmark decomposition benchmark_suitable precedence set_partitioning cardinality general_linear
rococoC10-001000,easy,3117,2993,124,0,1293,11751,rococo,11460,benchmark benchmark_suitable precedence set_partitioning cardinality general_linear
rococoC11-010100,hard,12321,12155,166,0,4010,46955,rococo,20889,decomposition aggregations precedence set_partitioning cardinality invariant_knapsack general_linear
rococoC11-011100,easy,6491,6325,166,0,2367,30472,rococo,20889,decomposition benchmark_suitable aggregations precedence set_partitioning cardinality invariant_knapsack general_linear
rococoC12-010001,hard,16741,16554,187,0,4636,59832,rococo,34045,decomposition precedence set_partitioning cardinality knapsack general_linear
roi2alpha3n4,easy,6816,6642,0,174,1251,878812,--,-63.20849503,benchmark benchmark_suitable variable_bound cardinality binpacking mixed_binary
roi5alpha10n8,hard,106150,105950,0,200,4665,2370224,--,-52.322274351,benchmark decomposition benchmark_suitable variable_bound cardinality binpacking mixed_binary
roll3000,easy,1166,246,492,428,2295,29386,--,12889.999992,benchmark benchmark_suitable precedence variable_bound set_packing set_covering invariant_knapsack binpacking integer_knapsack mixed_binary general_linear
rout,easy,556,300,15,241,291,2431,--,1077.56,decomposition benchmark_suitable variable_bound set_packing integer_knapsack general_linear
rpp22falsei,easy,25462,10276,15056,130,33269,56547,rpp,0,feasibility indicator numerics aggregations precedence variable_bound set_partitioning set_covering invariant_knapsack mixed_binary general_linear
rvb-sub,hard,33765,33763,0,2,225,984143,--,16.08499802,binary set_partitioning knapsack
rwth-timetable,open,923564,317079,0,606485,440134,4510786,--,782141.9999757309*,aggregations precedence variable_bound set_partitioning set_packing mixed_binary
s100,hard,364417,364417,0,0,14733,1777917,Spinoza,-0.1697235270583,benchmark binary benchmark_suitable aggregations set_partitioning set_packing cardinality invariant_knapsack knapsack
s1234,hard,2945,2945,0,0,8418,44641,SiweiSun,29,binary precedence set_covering invariant_knapsack binpacking knapsack
s250r10,easy,273142,273139,0,3,10962,1318607,Spinoza,-0.1717804834232,benchmark benchmark_suitable aggregations set_partitioning set_packing cardinality invariant_knapsack knapsack mixed_binary
s55,easy,78141,78137,0,4,9892,317902,Spinoza,-22.15177316,benchmark_suitable aggregations set_partitioning set_packing cardinality invariant_knapsack knapsack mixed_binary
s82,open,1690631,1690577,0,54,87878,7022608,Spinoza,-33.78523764658873*,numerics aggregations set_partitioning set_packing cardinality invariant_knapsack binpacking knapsack mixed_binary
satellites2-25,easy,35378,34324,0,1054,20916,283668,satellites,-19,benchmark_suitable aggregations precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack knapsack mixed_binary
satellites2-40,easy,35378,34324,0,1054,20916,283668,satellites,-19,benchmark benchmark_suitable aggregations precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack knapsack mixed_binary
satellites2-60-fs,easy,35378,34324,0,1054,16516,125048,satellites,-19.0000000001,benchmark benchmark_suitable aggregations precedence variable_bound set_partitioning set_packing cardinality knapsack mixed_binary
satellites3-25,hard,81681,79961,0,1720,44804,698176,satellites,-25,benchmark_suitable aggregations precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack knapsack mixed_binary
satellites4-25,hard,95637,93747,0,1890,51712,821192,satellites,-25,benchmark_suitable aggregations precedence set_partitioning set_packing cardinality invariant_knapsack knapsack mixed_binary
savsched1,easy,328575,252731,0,75844,295989,1770507,--,3217.7,benchmark benchmark_suitable aggregations variable_bound set_packing invariant_knapsack mixed_binary
scpj4scip,open,99947,99947,0,0,1000,999893,scp,128*,binary set_covering
scpk4,open,100000,100000,0,0,2000,1000000,scp,321.0*,binary set_covering
scpl4,open,200000,200000,0,0,2000,2000000,scp,262*,binary set_covering
scpm1,open,500000,500000,0,0,5000,6250000,scp,554.0*,binary set_covering
scpn2,open,1000000,1000000,0,0,5000,12500000,scp,501.0*,binary set_covering
sct1,open,22886,10312,0,12574,12154,105571,sct,-187.527650839031*,decomposition aggregations precedence variable_bound invariant_knapsack knapsack mixed_binary general_linear
sct2,easy,5885,2872,0,3013,2151,23643,sct,-230.9891623,benchmark benchmark_suitable precedence invariant_knapsack knapsack mixed_binary general_linear
sct31,open,8515,5520,0,2995,3932,68453,sct,-29.317051745*,aggregations precedence invariant_knapsack knapsack mixed_binary general_linear
sct32,hard,9767,7728,0,2039,5440,109654,sct,-17.8875590846509,decomposition aggregations precedence set_partitioning set_covering invariant_knapsack knapsack mixed_binary general_linear
sct5,open,37265,23004,0,14261,13304,147037,sct,-228.1172303718*,decomposition aggregations precedence invariant_knapsack knapsack mixed_binary general_linear
seqsolve1,open,207665,123834,82835,996,242243,1027681,seqsolve,4277.0*,aggregations variable_bound set_packing invariant_knapsack binpacking knapsack integer_knapsack general_linear
seqsolve2short4288,open,207665,123834,82835,996,242244,1028179,seqsolve,NA,no_solution aggregations variable_bound set_packing invariant_knapsack binpacking knapsack integer_knapsack mixed_binary general_linear
seqsolve3short4288excess384,open,207665,123834,82835,996,242245,1028677,seqsolve,NA,no_solution aggregations variable_bound set_packing invariant_knapsack binpacking knapsack integer_knapsack mixed_binary general_linear
set3-09,open,4019,1424,0,2595,3747,13747,set3,176497.15*,precedence variable_bound mixed_binary
set3-10,hard,4019,1424,0,2595,3747,13747,set3,185179.043049708,precedence variable_bound mixed_binary
set3-15,hard,4019,1424,0,2595,3747,13747,set3,124886,precedence variable_bound mixed_binary
set3-16,open,4019,1424,0,2595,3747,13747,set3,134040.4097522878*,precedence variable_bound mixed_binary
set3-20,hard,4019,1424,0,2595,3747,13747,set3,159462.572721458,precedence variable_bound mixed_binary
seymour,easy,1372,1372,0,0,4944,33549,--,423,benchmark binary benchmark_suitable variable_bound set_covering
seymour1,easy,1372,451,0,921,4944,33549,--,410.76370139,benchmark benchmark_suitable variable_bound set_covering mixed_binary
shiftreg1-4,easy,10008,3912,0,6096,8136,29976,shiftreg,132.66969396,decomposition numerics aggregations set_partitioning cardinality equation_knapsack binpacking knapsack mixed_binary
shiftreg2-7,hard,11404,4152,0,7252,8540,34900,shiftreg,230.326187744737,decomposition numerics aggregations set_partitioning cardinality equation_knapsack binpacking knapsack mixed_binary
shiftreg5-1,open,48736,10608,0,38128,31424,157504,shiftreg,522.1155479894852*,numerics aggregations set_partitioning cardinality equation_knapsack binpacking knapsack mixed_binary
shipsched,open,13594,10549,0,3045,45554,121571,--,111972.99957841111*,aggregations precedence mixed_binary
shipschedule3shipsi,easy,10513,4817,4343,1353,16727,31243,shipschedule,-265650,indicator numerics aggregations precedence variable_bound set_partitioning invariant_knapsack integer_knapsack mixed_binary general_linear
shipschedule6shipsmixi,easy,18770,10310,7104,1356,27823,55903,shipschedule,-301650,indicator numerics aggregations precedence variable_bound set_partitioning invariant_knapsack integer_knapsack mixed_binary general_linear
shipschedule8shipsmixuci,easy,25206,13635,9763,1808,37821,75480,shipschedule,-389100,indicator numerics aggregations precedence variable_bound set_partitioning invariant_knapsack integer_knapsack mixed_binary general_linear
shs1014,open,444474,1296,440754,2424,134322,1046077,shs,22671.75152511*,aggregations variable_bound set_partitioning set_packing invariant_knapsack integer_knapsack general_linear
shs1023,hard,444625,1296,440899,2430,133944,1044725,shs,13136.636273,aggregations variable_bound set_partitioning set_packing invariant_knapsack integer_knapsack general_linear
shs1042,open,467589,864,464295,2430,133377,1114011,shs,11070.7015802402*,aggregations variable_bound set_partitioning integer_knapsack general_linear
siena1,open,13741,11775,0,1966,2220,258915,--,10359207.14391836*,numerics set_covering mixed_binary general_linear
sing11,open,175352,165337,0,10015,105858,479075,sing,19108639.4603942*,decomposition aggregations variable_bound set_partitioning cardinality mixed_binary
sing17,open,452787,432541,0,20246,266802,1205830,sing,36177046.91481996*,aggregations variable_bound set_partitioning cardinality mixed_binary
sing326,hard,55156,40010,0,15146,50781,268173,sing,7753674.85376,benchmark decomposition benchmark_suitable aggregations variable_bound set_partitioning cardinality mixed_binary
sing44,hard,59708,43524,0,16184,54745,281260,sing,8128831.1772,benchmark decomposition benchmark_suitable aggregations variable_bound set_partitioning cardinality mixed_binary
sing5,open,154463,146210,0,8253,92183,408715,sing,18778435.60767737*,decomposition aggregations variable_bound set_partitioning cardinality mixed_binary
snip10x10-35r1budget17,hard,47611,63,0,47548,213801,475334,--,72.3086203570709,aggregations variable_bound invariant_knapsack mixed_binary
snp-02-004-104,easy,228350,167,167,228016,126512,463941,supplynetworkplanning,586803238.656729,benchmark benchmark_suitable aggregations variable_bound mixed_binary general_linear
snp-04-052-052,open,221438,4546,4546,212346,129662,459205,supplynetworkplanning,885202237.1881002*,numerics aggregations variable_bound mixed_binary general_linear
snp-06-004-052,open,328461,494,494,327473,183168,668716,supplynetworkplanning,1869531919.902*,numerics aggregations variable_bound mixed_binary general_linear
snp-10-004-052,open,538777,815,815,537147,300348,1097779,supplynetworkplanning,5906642865.78*,numerics aggregations variable_bound mixed_binary general_linear
snp-10-052-052,open,549021,11059,11059,526903,320836,1138755,supplynetworkplanning,6364531568.73705*,numerics aggregations variable_bound mixed_binary general_linear
sorrell3,hard,1024,1024,0,0,169162,338324,independentset,-16,benchmark binary benchmark_suitable variable_bound
sorrell4,open,2048,2048,0,0,504451,1008902,independentset,-24*,binary variable_bound
sorrell7,open,2048,2048,0,0,78848,157696,independentset,-196.0*,binary variable_bound
sorrell8,easy,2046,2046,0,0,18944,37888,independentset,-350,binary decomposition variable_bound
sp150x300d,easy,600,300,0,300,450,1200,sp_product,69,benchmark decomposition benchmark_suitable aggregations variable_bound mixed_binary
sp97ar,easy,14101,14101,0,0,1761,290968,sp9,660705645.759,benchmark binary benchmark_suitable variable_bound set_packing set_covering mixed_binary
sp97ic,easy,12497,12497,0,0,1033,316629,sp9,427684487.68,binary decomposition benchmark_suitable variable_bound set_packing set_covering mixed_binary
sp98ar,easy,15085,15085,0,0,1435,426148,sp9,529740623.2,benchmark binary benchmark_suitable variable_bound set_packing set_covering mixed_binary
sp98ic,easy,10894,10894,0,0,825,316317,sp9,449144758.4,binary decomposition benchmark_suitable variable_bound set_packing set_covering mixed_binary
sp98ir,easy,1680,992,688,0,1531,71704,sp9,219676790.4,decomposition benchmark_suitable precedence variable_bound set_covering binpacking knapsack mixed_binary general_linear
splan1,open,1317382,90810,1978,1224594,572800,5233840,--,341753.1328329209*,numerics aggregations variable_bound set_partitioning set_packing cardinality invariant_knapsack knapsack integer_knapsack mixed_binary general_linear
splice1k1,hard,3253,3252,1,0,6505,1761016,splice,-394,benchmark benchmark_suitable set_covering binpacking general_linear
splice1k1i,hard,19513,6504,13009,0,22765,1780528,splice,-394,indicator numerics aggregations precedence variable_bound general_linear
square23,easy,11660,11638,22,0,7887,898813,square,13,benchmark_suitable set_partitioning general_linear
square31,easy,28860,28830,30,0,19435,3937200,square,15,benchmark_suitable set_partitioning general_linear
square37,easy,49320,49284,36,0,33150,9475672,square,14.9999997973,benchmark_suitable set_partitioning general_linear
square41,easy,62234,62197,37,0,40160,13566426,square,15,benchmark benchmark_suitable set_partitioning general_linear
square47,easy,95030,94987,43,0,61591,27329856,square,15.9999999997877,benchmark benchmark_suitable set_partitioning general_linear
stein15inf,easy,15,15,0,0,37,135,stein,Infeasible,infeasible binary set_covering invariant_knapsack mixed_binary
stein45inf,easy,45,45,0,0,332,1079,stein,Infeasible,infeasible binary variable_bound set_covering invariant_knapsack mixed_binary
stein9inf,easy,9,9,0,0,14,54,stein,Infeasible,infeasible binary set_covering invariant_knapsack mixed_binary
stoch-vrpvrp-s5v2c8vrp-v2c8i,hard,8436,1485,734,6217,13813,26231,vrp,330,indicator numerics aggregations precedence variable_bound set_partitioning set_packing mixed_binary general_linear
stockholm,open,20644,962,0,19682,57346,171076,--,124.9999999999667*,variable_bound mixed_binary
stp3d,hard,204880,204880,0,0,159488,662128,--,493.71965,binary decomposition aggregations precedence variable_bound set_partitioning set_packing cardinality
supportcase1,easy,29999,29799,200,0,59997,189292,--,20078,numerics aggregations precedence invariant_knapsack binpacking knapsack general_linear
supportcase10,hard,14770,14770,0,0,165684,555082,--,7,benchmark binary benchmark_suitable aggregations precedence variable_bound set_covering invariant_knapsack
supportcase11,easy,8066286,8066286,0,0,15270211,32602332,--,-14.281996107,binary numerics aggregations variable_bound
supportcase12,easy,799616,0,200,799416,166781,2334437,--,-7559.533053817,benchmark benchmark_suitable aggregations variable_bound integer_knapsack mixed_binary general_linear
supportcase14,easy,304,304,0,0,234,1129,--,288,binary aggregations variable_bound set_partitioning set_packing cardinality
supportcase16,easy,319,319,0,0,130,1076,--,288,binary aggregations variable_bound set_partitioning set_packing cardinality
supportcase17,easy,1381,732,235,414,2108,5253,--,1330,benchmark_suitable aggregations precedence variable_bound set_partitioning mixed_binary general_linear
supportcase18,easy,13410,13410,0,0,240,28920,--,48,benchmark binary benchmark_suitable set_partitioning binpacking
supportcase19,hard,1429098,1311292,117806,0,10713,4287094,--,12677205.9999205,benchmark benchmark_suitable variable_bound set_partitioning set_covering general_linear
supportcase2,open,2912,2912,0,0,597385,7653928,--,65*,binary aggregations set_covering invariant_knapsack binpacking
supportcase20,easy,903,300,0,603,903,46955,--,45592,benchmark_suitable aggregations variable_bound mixed_binary general_linear
supportcase21i,easy,27,24,3,0,7540,95325,--,20,indicator numerics set_covering invariant_knapsack general_linear
supportcase22,hard,7129,7129,0,0,260602,2228828,--,Infeasible,benchmark infeasible binary benchmark_suitable aggregations set_covering invariant_knapsack binpacking knapsack
supportcase23,open,24275,6250,0,18025,40502,161525,--,-12160.6593559088*,decomposition precedence mixed_binary
supportcase25,easy,6769,576,0,6193,6673,22825,--,0.04829280869043,decomposition numerics aggregations variable_bound mixed_binary
supportcase26,easy,436,396,0,40,870,2492,--,1745.123813,benchmark benchmark_suitable precedence mixed_binary
supportcase27i,easy,3185,912,1675,598,3912,7053,--,1330,indicator numerics aggregations precedence variable_bound set_partitioning mixed_binary general_linear
supportcase28i,easy,7560,24,7536,0,15073,93811,--,20,indicator numerics set_covering invariant_knapsack general_linear
supportcase29,easy,12050,12050,0,0,12441,96050,--,Infeasible,infeasible binary decomposition benchmark_suitable precedence set_packing invariant_knapsack binpacking knapsack mixed_binary
supportcase3,hard,4191,4191,0,0,12702,53470,--,0,binary feasibility aggregations precedence variable_bound invariant_knapsack knapsack mixed_binary
supportcase30,open,1024,1024,0,0,1028,12288,--,NA,no_solution binary feasibility set_covering cardinality
supportcase31,open,488882,488760,0,122,26195,1833861,--,-3720089.081*,decomposition numerics precedence set_packing invariant_knapsack knapsack mixed_binary
supportcase33,easy,20203,20102,101,0,20489,211915,--,-345,benchmark benchmark_suitable precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack knapsack integer_knapsack general_linear
